Dizinin_İsmi,Dizinin_Başlangıç_Yılı,Dizinin_isminin_uzunluğu,Romantik,Dram,Gençlik,Komedi,Macera,KanalD,StarTV,TRT1,ATV,ShowTV,Fox,SamanyoluTV,TV8,Televizyon_Dizisi,İnternet_Dizisi,Bölüm_Süresi,Toplam_Bölüm_Sayısı,Sezon_Başına_Bölüm_Sayısı,Sezon_Sayısı
7 Yüz,2017,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,7.0,1
Adı Efsane,2017,10,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,140,29,29.0,1
Aslan Ailem,2017,11,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,120,31,31.0,1
Aşk-ı Roman,2017,11,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,60,25,25.0,1
Aşk ve Gurur,2017,12,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,120,6,6.0,1
Ateşböceği,2017,10,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,150,17,17.0,1
Babası,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0
Badem Şekeri,2017,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101,5,5.0,1
Bahtiyar Ölmez,2017,14,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,19,19.0,1
Benim Babam Bir Melek,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0
Bir Deli Sevda,2017,14,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,120,4,4.0,1
Bir Sevda İşi,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0
Bizim Hikaye,2017,12,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,120,70,35.0,2
Bu Sayılmaz,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1
Bu Şehir Arkandan Gelecek,2017,25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,150,20,20.0,1
Cennet'in Gözyaşları,2017,20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,120,36,36.0,1
Çalınmış Hayatlar,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Çelo,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0
Çember,2017,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,19,10.0,2
Çoban Yıldızı,2017,13,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,120,17,17.0,1
Çocuklar Duymasın,2017,17,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,120,76,38.0,2
Çukur,2017,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,120,131,33.0,4
Dayan Yüreğim,2017,13,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,120,13,13.0,1
Deli Gönül,2017,10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,130,10,10.0,1
Dolunay,2017,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,120,26,26.0,1
Dostlar Mahallesi,2017,17,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,120,3,3.0,1
Emanet,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0
Esaretim Sensin,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1
Evlat Kokusu,2017,12,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,120,9,9.0,1
Fazilet Hanım ve Kızları,2017,24,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,150,50,25.0,2
Fi,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,22,11.0,2
Gençlik Başımda Duman,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1
Görünen Adam,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Hayat Sırları,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1
Hayati ve Diğerleri,2017,19,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,120,6,6.0,1
Hile,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
İçimdeki Fırtına,2017,16,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,120,6,6.0,1
İki Yalancı,2017,11,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,140,9,9.0,1
İkisini de Sevdim,2017,17,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,120,3,3.0,1
İsimsizler,2017,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,120,27,14.0,2
İstanbullu Gelin,2017,16,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,120,87,29.0,3
Kadın,2017,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,120,81,27.0,3
Kalk Gidelim,2017,12,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,150,135,45.0,3
Kara Yazı,2017,9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,120,6,6.0,1
Kanatsız Kuşlar,2017,15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,140,46,46.0,1
Kalp Atışı,2017,10,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,120,28,28.0,1
Kayıtdışı,2017,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,120,8,8.0,1
Kırlangıç Fırtınası,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1
Kısa Kısa Aşk,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Kızlarım İçin,2017,13,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,120,13,13.0,1
Klavye Delikanlıları,2017,20,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,120,8,8.0,1
Komşular,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1
Lise Devriyesi,2017,14,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,150,11,11.0,1
Masum,2017,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,60,8,8.0,1
Meryem,2017,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,130,30,30.0,1
Nerdesin Birader,2017,16,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,120,4,4.0,1
Ölene Kadar,2017,11,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,120,13,13.0,1
Payitaht Abdülhamid,2017,19,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,130,154,31.0,5
Rüya,2017,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,150,10,10.0,1
Saatli İlker Ayrık Takvimi,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3
Sahipli,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,10.0,1
Savaşçı,2017,7,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,120,109,22.0,5
Seni Kimler Aldı,2017,16,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,120,10,10.0,1
Sevda'nın Bahçesi,2017,17,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,140,4,4.0,1
Seven Ne Yapmaz,2017,15,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,120,11,11.0,1
Siyah Beyaz Aşk,2017,15,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,120,32,32.0,1
Siyah İnci,2017,10,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,140,20,20.0,1
Son Destan,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
Son Kuşlar,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Söz,2017,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,140,84,28.0,3
Şevkat Yerimdar,2017,15,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,130,44,44.0,1
Tahin Pekmez,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Tabula Rosa,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Tutsak,2017,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,130,9,9.0,1
Türk Malı,2017,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,125,8,4.0,2
Ufak Tefek Cinayetler,2017,21,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,120,45,22.0,2
Ver Elini Aşk,2017,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,140,11,11.0,1
Yalaza,2017,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,115,20,20.0,1
Yara Bandı,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Yeni Gelin,2017,10,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,130,63,21.0,3
Yıldızlar Şahidim,2017,17,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,120,4,4.0,1
Yüz Yüze,2017,8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,120,2,2.0,1
